Ride_ID,Timestamp,Month,Pickup_Location,Dropoff_Location,Fare_NPR,Payment_Method,Weather,Is_Peak_Hour,Is_Bottleneck_Zone,Driver_Rating,Ride_Status
3278,7/16/2026 5:22,July,Lalitpur-Jhamsikhel,Bhaktapur-Suryabinayak,179,Fonepay,Heavy Monsoon Rain,0,0,,Canceled
3279,7/22/2026 21:44,July,Lalitpur-Jhamsikhel,Balaju,230,Khalti,Heavy Monsoon Rain,0,0,4.6,Completed
3280,6/13/2026 21:45,June,Balaju,Putalisadak,225,Fonepay,Heavy Monsoon Rain,0,0,,Canceled
3281,8/7/2026 4:29,August,Thamel,Kalanki,239,Esewa,Cloudy,0,1,4,Completed
3282,7/14/2026 21:37,July,Lalitpur-Jhamsikhel,Bhaktapur-Suryabinayak,153,Fonepay,Cloudy,0,0,4.3,Completed
3283,7/6/2026 18:51,July,Putalisadak,Lalitpur-Jhamsikhel,425,Cash,Cloudy,1,0,4.1,Completed
3284,6/3/2026 11:54,June,Koteshwor,Balaju,241,Cash,Heavy Monsoon Rain,1,1,,Canceled
3285,6/24/2026 2:10,June,Bhaktapur-Suryabinayak,Chabahil,262,Fonepay,Cloudy,0,1,3.6,Completed
3286,6/24/2026 7:55,June,Kalanki,Koteshwor,146,Esewa,Cloudy,0,1,4,Completed
3287,8/7/2026 13:00,August,Thamel,Lalitpur-Jhamsikhel,171,Fonepay,Clear,0,0,,Canceled
3288,8/31/2026 23:41,August,Putalisadak,Kalanki,223,Cash,Clear,0,1,3.7,Completed
3289,8/29/2026 6:06,August,Balaju,Lalitpur-Jhamsikhel,225,Cash,Heavy Monsoon Rain,0,0,3.6,Completed
3290,7/6/2026 1:00,July,Thamel,Chabahil,250,Esewa,Heavy Monsoon Rain,0,1,,Canceled
3291,7/1/2026 3:48,July,Balaju,Bhaktapur-Suryabinayak,501,Cash,Heavy Monsoon Rain,0,0,,Canceled
3292,8/23/2026 17:26,August,Kalanki,Balaju,540,Cash,Heavy Monsoon Rain,1,1,4.8,Completed
3293,6/20/2026 11:43,June,Kalanki,Putalisadak,289,Khalti,Heavy Monsoon Rain,1,1,,Canceled
3294,8/14/2026 20:18,August,Balaju,Putalisadak,306,Khalti,Cloudy,0,0,4.9,Completed
3295,8/20/2026 3:04,August,Thamel,Lalitpur-Jhamsikhel,234,Khalti,Clear,0,0,,Canceled
3296,7/14/2026 16:10,July,Koteshwor,Kalanki,348,Esewa,Heavy Monsoon Rain,1,1,,Canceled
3297,8/11/2026 16:43,August,Balaju,Lalitpur-Jhamsikhel,469,Cash,Cloudy,1,0,,Canceled
3298,6/18/2026 14:38,June,Kalanki,Putalisadak,502,Fonepay,Heavy Monsoon Rain,0,1,3.7,Completed
3299,7/24/2026 3:27,July,Kalanki,Bhaktapur-Suryabinayak,360,Cash,Cloudy,0,1,5,Completed
3300,6/20/2026 4:57,June,Thamel,Putalisadak,347,Esewa,Heavy Monsoon Rain,0,0,,Canceled
3301,8/1/2026 15:49,August,Koteshwor,Bhaktapur-Suryabinayak,515,Fonepay,Heavy Monsoon Rain,0,1,,Canceled
3302,7/14/2026 7:02,July,Balaju,Thamel,172,Cash,Heavy Monsoon Rain,0,0,,Canceled
3303,6/24/2026 9:35,June,Kalanki,Putalisadak,390,Khalti,Cloudy,1,1,4.2,Completed
3304,8/4/2026 1:00,August,Chabahil,Putalisadak,270,Khalti,Clear,0,1,3.8,Completed
3305,6/18/2026 6:56,June,Putalisadak,Koteshwor,254,Fonepay,Heavy Monsoon Rain,0,1,4.1,Completed
3306,6/5/2026 12:38,June,Putalisadak,Lalitpur-Jhamsikhel,494,Khalti,Heavy Monsoon Rain,0,0,,Canceled
3307,7/4/2026 12:42,July,Balaju,Kalanki,346,Esewa,Cloudy,0,1,4.5,Completed
3308,7/16/2026 2:27,July,Koteshwor,Chabahil,192,Khalti,Cloudy,0,1,,Canceled
3309,6/12/2026 10:03,June,Koteshwor,Balaju,353,Esewa,Clear,1,1,4.7,Completed
3310,7/20/2026 2:00,July,Balaju,Kalanki,309,Fonepay,Heavy Monsoon Rain,0,1,,Canceled
3311,7/17/2026 1:52,July,Lalitpur-Jhamsikhel,Balaju,264,Fonepay,Cloudy,0,0,4.8,Completed
3312,8/29/2026 23:44,August,Koteshwor,Bhaktapur-Suryabinayak,190,Fonepay,Cloudy,0,1,3.9,Completed
3313,7/8/2026 16:04,July,Thamel,Kalanki,465,Cash,Heavy Monsoon Rain,1,1,4.9,Completed
3314,7/25/2026 19:51,July,Koteshwor,Balaju,477,Cash,Heavy Monsoon Rain,1,1,,Canceled
3315,6/30/2026 1:09,June,Koteshwor,Thamel,313,Cash,Cloudy,0,1,4.2,Completed
3316,7/17/2026 22:35,July,Putalisadak,Bhaktapur-Suryabinayak,456,Khalti,Heavy Monsoon Rain,0,0,4.6,Completed
3317,7/2/2026 7:42,July,Bhaktapur-Suryabinayak,Koteshwor,232,Khalti,Heavy Monsoon Rain,0,1,,Canceled
3318,6/12/2026 0:20,June,Kalanki,Balaju,365,Cash,Heavy Monsoon Rain,0,1,4.9,Completed
3319,7/24/2026 8:49,July,Chabahil,Lalitpur-Jhamsikhel,254,Esewa,Heavy Monsoon Rain,0,1,,Canceled
3320,7/11/2026 15:15,July,Bhaktapur-Suryabinayak,Chabahil,190,Cash,Clear,0,1,4.3,Completed
3321,6/10/2026 14:58,June,Balaju,Chabahil,263,Cash,Heavy Monsoon Rain,0,1,,Canceled
3322,6/30/2026 18:23,June,Balaju,Lalitpur-Jhamsikhel,382,Cash,Cloudy,1,0,,Canceled
3323,7/17/2026 8:09,July,Putalisadak,Balaju,356,Cash,Cloudy,0,0,3.7,Completed
3324,7/20/2026 0:09,July,Lalitpur-Jhamsikhel,Balaju,478,Khalti,Heavy Monsoon Rain,0,0,,Canceled
3325,7/18/2026 8:27,July,Balaju,Thamel,193,Fonepay,Heavy Monsoon Rain,0,0,,Canceled
3326,7/16/2026 2:28,July,Koteshwor,Kalanki,224,Esewa,Clear,0,1,,Canceled
3327,6/8/2026 16:29,June,Koteshwor,Thamel,330,Esewa,Cloudy,1,1,4.6,Completed
3328,8/1/2026 17:41,August,Thamel,Lalitpur-Jhamsikhel,299,Cash,Cloudy,1,0,3.6,Completed
3329,7/11/2026 9:14,July,Kalanki,Balaju,449,Fonepay,Cloudy,1,1,3.9,Completed
3330,6/10/2026 9:32,June,Bhaktapur-Suryabinayak,Putalisadak,275,Esewa,Clear,1,0,4.1,Completed
3331,6/21/2026 18:11,June,Bhaktapur-Suryabinayak,Chabahil,423,Esewa,Cloudy,1,1,5,Completed
3332,7/28/2026 5:35,July,Lalitpur-Jhamsikhel,Kalanki,466,Esewa,Heavy Monsoon Rain,0,1,,Canceled
3333,7/25/2026 8:08,July,Kalanki,Lalitpur-Jhamsikhel,315,Esewa,Heavy Monsoon Rain,0,1,,Canceled
3334,6/19/2026 15:04,June,Thamel,Chabahil,325,Fonepay,Cloudy,0,1,,Canceled
3335,7/31/2026 13:44,July,Chabahil,Thamel,231,Fonepay,Cloudy,0,1,4.8,Completed
3336,7/26/2026 23:32,July,Balaju,Lalitpur-Jhamsikhel,459,Cash,Heavy Monsoon Rain,0,0,,Canceled
3337,8/25/2026 22:01,August,Lalitpur-Jhamsikhel,Bhaktapur-Suryabinayak,239,Esewa,Cloudy,0,0,3.8,Completed
3338,8/28/2026 10:49,August,Bhaktapur-Suryabinayak,Balaju,327,Fonepay,Clear,1,0,,Canceled
3339,6/1/2026 11:50,June,Kalanki,Putalisadak,615,Fonepay,Heavy Monsoon Rain,1,1,,Canceled
3340,6/26/2026 18:26,June,Koteshwor,Thamel,440,Esewa,Cloudy,1,1,,Canceled
3341,7/3/2026 0:20,July,Thamel,Putalisadak,461,Khalti,Heavy Monsoon Rain,0,0,4.2,Completed
3342,7/31/2026 16:38,July,Balaju,Thamel,503,Khalti,Heavy Monsoon Rain,1,0,3.9,Completed
3343,7/26/2026 2:37,July,Kalanki,Chabahil,273,Khalti,Heavy Monsoon Rain,0,1,4.8,Completed
3344,8/1/2026 6:55,August,Putalisadak,Bhaktapur-Suryabinayak,353,Fonepay,Cloudy,0,0,4.6,Completed
3345,6/24/2026 1:45,June,Chabahil,Koteshwor,366,Fonepay,Cloudy,0,1,3.7,Completed
3346,6/10/2026 14:53,June,Bhaktapur-Suryabinayak,Putalisadak,473,Esewa,Heavy Monsoon Rain,0,0,4.4,Completed
3347,8/2/2026 3:27,August,Chabahil,Kalanki,280,Khalti,Heavy Monsoon Rain,0,1,,Canceled
3348,8/18/2026 17:23,August,Koteshwor,Thamel,554,Khalti,Heavy Monsoon Rain,1,1,,Canceled
3349,8/13/2026 17:14,August,Kalanki,Thamel,294,Fonepay,Heavy Monsoon Rain,1,1,,Canceled
3350,7/25/2026 18:00,July,Thamel,Bhaktapur-Suryabinayak,365,Fonepay,Heavy Monsoon Rain,1,0,3.5,Completed
3351,6/24/2026 23:26,June,Kalanki,Koteshwor,214,Khalti,Cloudy,0,1,,Canceled
3352,8/26/2026 12:17,August,Balaju,Putalisadak,151,Cash,Cloudy,0,0,4.1,Completed
3353,6/4/2026 2:28,June,Balaju,Putalisadak,230,Cash,Cloudy,0,0,4.7,Completed
3354,6/11/2026 12:59,June,Thamel,Lalitpur-Jhamsikhel,413,Cash,Heavy Monsoon Rain,0,0,4.5,Completed
3355,6/5/2026 9:37,June,Thamel,Koteshwor,562,Fonepay,Heavy Monsoon Rain,1,1,,Canceled
3356,7/29/2026 5:16,July,Lalitpur-Jhamsikhel,Thamel,177,Fonepay,Clear,0,0,4.8,Completed
3357,7/27/2026 5:36,July,Lalitpur-Jhamsikhel,Balaju,477,Esewa,Heavy Monsoon Rain,0,0,,Canceled
3358,7/1/2026 17:00,July,Thamel,Bhaktapur-Suryabinayak,549,Cash,Heavy Monsoon Rain,1,0,4.6,Completed
3359,7/12/2026 8:03,July,Chabahil,Thamel,175,Khalti,Clear,0,1,4.5,Completed
3360,6/29/2026 23:38,June,Thamel,Koteshwor,200,Esewa,Clear,0,1,5,Completed
3361,8/3/2026 5:34,August,Koteshwor,Chabahil,445,Cash,Heavy Monsoon Rain,0,1,3.8,Completed
3362,8/23/2026 1:19,August,Putalisadak,Kalanki,475,Fonepay,Heavy Monsoon Rain,0,1,,Canceled
3363,8/31/2026 13:28,August,Putalisadak,Bhaktapur-Suryabinayak,289,Khalti,Heavy Monsoon Rain,0,0,4.2,Completed
3364,6/22/2026 17:41,June,Lalitpur-Jhamsikhel,Chabahil,481,Fonepay,Cloudy,1,1,3.9,Completed
3365,8/20/2026 18:23,August,Kalanki,Lalitpur-Jhamsikhel,642,Cash,Heavy Monsoon Rain,1,1,,Canceled
3366,8/9/2026 13:19,August,Kalanki,Lalitpur-Jhamsikhel,306,Esewa,Cloudy,0,1,4.6,Completed
3367,6/3/2026 5:02,June,Kalanki,Putalisadak,289,Cash,Heavy Monsoon Rain,0,1,4.4,Completed
3368,6/22/2026 5:49,June,Koteshwor,Thamel,241,Khalti,Clear,0,1,4.4,Completed
3369,7/6/2026 8:34,July,Kalanki,Bhaktapur-Suryabinayak,291,Fonepay,Heavy Monsoon Rain,0,1,4.8,Completed
3370,7/15/2026 6:15,July,Thamel,Koteshwor,205,Cash,Cloudy,0,1,,Canceled
3371,7/2/2026 11:04,July,Kalanki,Chabahil,375,Khalti,Cloudy,1,1,4,Completed
3372,6/8/2026 3:39,June,Thamel,Chabahil,288,Khalti,Cloudy,0,1,,Canceled
3373,8/31/2026 21:57,August,Kalanki,Chabahil,378,Esewa,Cloudy,0,1,,Canceled
3374,8/10/2026 17:18,August,Thamel,Bhaktapur-Suryabinayak,416,Fonepay,Heavy Monsoon Rain,1,0,3.8,Completed
3375,6/21/2026 9:54,June,Thamel,Lalitpur-Jhamsikhel,574,Fonepay,Heavy Monsoon Rain,1,0,,Canceled
3376,6/17/2026 0:51,June,Kalanki,Thamel,182,Fonepay,Clear,0,1,3.7,Completed
3377,7/5/2026 8:05,July,Chabahil,Bhaktapur-Suryabinayak,485,Cash,Heavy Monsoon Rain,0,1,4.7,Completed
3378,8/16/2026 12:20,August,Chabahil,Kalanki,193,Cash,Clear,0,1,3.9,Completed
3379,8/3/2026 12:12,August,Koteshwor,Lalitpur-Jhamsikhel,389,Esewa,Heavy Monsoon Rain,0,1,,Canceled
3380,8/15/2026 11:17,August,Chabahil,Kalanki,537,Cash,Heavy Monsoon Rain,1,1,3.8,Completed
3381,7/5/2026 20:05,July,Thamel,Lalitpur-Jhamsikhel,170,Khalti,Cloudy,0,0,4.4,Completed
3382,6/24/2026 12:28,June,Koteshwor,Putalisadak,171,Fonepay,Clear,0,1,4.2,Completed
3383,6/30/2026 23:25,June,Chabahil,Lalitpur-Jhamsikhel,506,Khalti,Heavy Monsoon Rain,0,1,,Canceled
3384,7/11/2026 4:42,July,Putalisadak,Chabahil,240,Esewa,Heavy Monsoon Rain,0,1,4.8,Completed
3385,6/19/2026 22:01,June,Putalisadak,Kalanki,331,Esewa,Heavy Monsoon Rain,0,1,3.5,Completed
3386,8/13/2026 18:10,August,Lalitpur-Jhamsikhel,Chabahil,335,Fonepay,Clear,1,1,,Canceled
3387,6/8/2026 6:10,June,Koteshwor,Kalanki,331,Khalti,Heavy Monsoon Rain,0,1,4.8,Completed
3388,7/16/2026 0:20,July,Koteshwor,Thamel,267,Fonepay,Heavy Monsoon Rain,0,1,3.7,Completed
3389,8/21/2026 3:19,August,Thamel,Putalisadak,484,Cash,Heavy Monsoon Rain,0,0,4.2,Completed
3390,8/15/2026 14:40,August,Chabahil,Thamel,257,Esewa,Heavy Monsoon Rain,0,1,4.1,Completed
3391,7/3/2026 4:09,July,Koteshwor,Bhaktapur-Suryabinayak,350,Fonepay,Heavy Monsoon Rain,0,1,,Canceled
3392,8/20/2026 21:20,August,Koteshwor,Bhaktapur-Suryabinayak,172,Fonepay,Heavy Monsoon Rain,0,1,4,Completed
3393,8/9/2026 15:31,August,Kalanki,Lalitpur-Jhamsikhel,441,Esewa,Heavy Monsoon Rain,0,1,,Canceled
3394,8/13/2026 6:13,August,Thamel,Balaju,475,Fonepay,Heavy Monsoon Rain,0,0,,Canceled
3395,7/16/2026 3:22,July,Kalanki,Chabahil,502,Khalti,Heavy Monsoon Rain,0,1,,Canceled
3396,8/31/2026 17:42,August,Lalitpur-Jhamsikhel,Thamel,253,Khalti,Heavy Monsoon Rain,1,0,4.8,Completed
3397,7/13/2026 20:32,July,Bhaktapur-Suryabinayak,Putalisadak,289,Fonepay,Heavy Monsoon Rain,0,0,5,Completed
3398,7/12/2026 22:27,July,Balaju,Koteshwor,291,Esewa,Heavy Monsoon Rain,0,1,3.5,Completed
3399,8/5/2026 8:25,August,Balaju,Koteshwor,427,Fonepay,Heavy Monsoon Rain,0,1,4,Completed
3400,6/28/2026 20:55,June,Bhaktapur-Suryabinayak,Putalisadak,161,Khalti,Clear,0,0,4.7,Completed
3401,7/21/2026 5:35,July,Chabahil,Koteshwor,299,Fonepay,Clear,0,1,3.5,Completed
3402,6/14/2026 17:11,June,Bhaktapur-Suryabinayak,Putalisadak,267,Esewa,Clear,1,0,4.6,Completed
3403,7/9/2026 14:11,July,Putalisadak,Koteshwor,296,Khalti,Heavy Monsoon Rain,0,1,,Canceled
3404,8/22/2026 0:05,August,Chabahil,Balaju,343,Fonepay,Heavy Monsoon Rain,0,1,,Canceled
3405,7/6/2026 2:18,July,Chabahil,Bhaktapur-Suryabinayak,176,Cash,Heavy Monsoon Rain,0,1,4.4,Completed
3406,8/23/2026 13:25,August,Chabahil,Balaju,196,Esewa,Heavy Monsoon Rain,0,1,3.7,Completed
3407,7/22/2026 0:16,July,Bhaktapur-Suryabinayak,Balaju,304,Cash,Clear,0,0,4.1,Completed
3408,6/24/2026 2:30,June,Lalitpur-Jhamsikhel,Putalisadak,129,Cash,Cloudy,0,0,4.6,Completed
3409,8/18/2026 2:03,August,Koteshwor,Bhaktapur-Suryabinayak,245,Fonepay,Cloudy,0,1,,Canceled
3410,7/18/2026 6:34,July,Chabahil,Koteshwor,380,Fonepay,Heavy Monsoon Rain,0,1,,Canceled
3411,7/30/2026 2:05,July,Thamel,Lalitpur-Jhamsikhel,200,Cash,Heavy Monsoon Rain,0,0,4.1,Completed
3412,6/3/2026 16:09,June,Balaju,Thamel,482,Cash,Heavy Monsoon Rain,1,0,,Canceled
3413,7/22/2026 8:25,July,Koteshwor,Putalisadak,148,Esewa,Cloudy,0,1,,Canceled
3414,7/31/2026 13:55,July,Chabahil,Lalitpur-Jhamsikhel,231,Khalti,Cloudy,0,1,4.6,Completed
3415,8/31/2026 11:00,August,Kalanki,Bhaktapur-Suryabinayak,401,Khalti,Heavy Monsoon Rain,1,1,,Canceled
3416,7/30/2026 5:12,July,Lalitpur-Jhamsikhel,Thamel,485,Cash,Heavy Monsoon Rain,0,0,4.7,Completed
3417,8/24/2026 4:54,August,Thamel,Putalisadak,315,Cash,Heavy Monsoon Rain,0,0,,Canceled
3418,6/26/2026 13:07,June,Kalanki,Putalisadak,369,Khalti,Heavy Monsoon Rain,0,1,4.6,Completed
3419,7/26/2026 9:08,July,Thamel,Putalisadak,542,Cash,Heavy Monsoon Rain,1,0,,Canceled
3420,7/15/2026 8:57,July,Lalitpur-Jhamsikhel,Kalanki,355,Fonepay,Cloudy,0,1,,Canceled
3421,6/23/2026 14:30,June,Putalisadak,Lalitpur-Jhamsikhel,509,Khalti,Heavy Monsoon Rain,0,0,4.9,Completed
3422,6/5/2026 13:54,June,Thamel,Balaju,269,Khalti,Clear,0,0,3.8,Completed
3423,6/6/2026 8:56,June,Putalisadak,Balaju,506,Cash,Heavy Monsoon Rain,0,0,4,Completed
3424,7/14/2026 3:32,July,Balaju,Kalanki,522,Cash,Heavy Monsoon Rain,0,1,4.4,Completed
3425,8/12/2026 6:11,August,Lalitpur-Jhamsikhel,Putalisadak,197,Fonepay,Heavy Monsoon Rain,0,0,4.8,Completed
3426,7/7/2026 17:14,July,Balaju,Chabahil,332,Khalti,Cloudy,1,1,,Canceled
3427,6/10/2026 15:10,June,Thamel,Chabahil,474,Khalti,Heavy Monsoon Rain,0,1,,Canceled
3428,7/13/2026 6:32,July,Putalisadak,Lalitpur-Jhamsikhel,349,Khalti,Clear,0,0,4.4,Completed
3429,6/2/2026 5:22,June,Lalitpur-Jhamsikhel,Balaju,329,Khalti,Heavy Monsoon Rain,0,0,4.1,Completed
3430,6/18/2026 13:35,June,Kalanki,Thamel,291,Esewa,Heavy Monsoon Rain,0,1,,Canceled
3431,6/26/2026 16:27,June,Lalitpur-Jhamsikhel,Kalanki,157,Cash,Clear,1,1,,Canceled
3432,8/16/2026 10:14,August,Bhaktapur-Suryabinayak,Putalisadak,622,Khalti,Heavy Monsoon Rain,1,0,4.6,Completed
3433,7/5/2026 5:05,July,Putalisadak,Bhaktapur-Suryabinayak,336,Khalti,Heavy Monsoon Rain,0,0,4,Completed
3434,8/15/2026 19:01,August,Kalanki,Bhaktapur-Suryabinayak,473,Fonepay,Cloudy,1,1,4.3,Completed
3435,7/4/2026 21:27,July,Kalanki,Thamel,461,Esewa,Heavy Monsoon Rain,0,1,,Canceled
3436,6/13/2026 9:14,June,Balaju,Lalitpur-Jhamsikhel,339,Khalti,Cloudy,1,0,3.8,Completed
3437,6/7/2026 12:46,June,Putalisadak,Kalanki,418,Esewa,Heavy Monsoon Rain,0,1,4.8,Completed
3438,7/3/2026 13:54,July,Balaju,Koteshwor,334,Esewa,Heavy Monsoon Rain,0,1,,Canceled
3439,7/22/2026 17:59,July,Koteshwor,Thamel,213,Khalti,Cloudy,1,1,4.3,Completed
3440,8/6/2026 23:38,August,Kalanki,Koteshwor,491,Fonepay,Heavy Monsoon Rain,0,1,4.2,Completed
3441,8/29/2026 5:36,August,Koteshwor,Kalanki,407,Khalti,Heavy Monsoon Rain,0,1,3.6,Completed
3442,7/29/2026 20:53,July,Putalisadak,Kalanki,336,Khalti,Heavy Monsoon Rain,0,1,,Canceled
3443,7/17/2026 13:48,July,Putalisadak,Kalanki,193,Khalti,Heavy Monsoon Rain,0,1,,Canceled
3444,6/30/2026 22:15,June,Balaju,Chabahil,380,Esewa,Clear,0,1,3.9,Completed
3445,6/4/2026 12:30,June,Balaju,Bhaktapur-Suryabinayak,131,Fonepay,Clear,0,0,4.7,Completed
3446,7/31/2026 22:50,July,Koteshwor,Bhaktapur-Suryabinayak,298,Fonepay,Heavy Monsoon Rain,0,1,,Canceled
3447,6/24/2026 13:26,June,Balaju,Lalitpur-Jhamsikhel,225,Khalti,Heavy Monsoon Rain,0,0,4.4,Completed
3448,8/5/2026 14:32,August,Putalisadak,Chabahil,377,Fonepay,Cloudy,0,1,,Canceled
3449,7/13/2026 21:38,July,Kalanki,Lalitpur-Jhamsikhel,315,Esewa,Heavy Monsoon Rain,0,1,4.4,Completed
3450,6/27/2026 9:43,June,Chabahil,Putalisadak,421,Esewa,Cloudy,1,1,3.5,Completed
3451,7/11/2026 20:20,July,Kalanki,Balaju,190,Khalti,Cloudy,0,1,3.7,Completed
3452,6/16/2026 22:29,June,Kalanki,Thamel,159,Esewa,Clear,0,1,4.3,Completed
3453,7/22/2026 21:46,July,Balaju,Kalanki,320,Esewa,Cloudy,0,1,3.8,Completed
3454,6/8/2026 2:25,June,Chabahil,Bhaktapur-Suryabinayak,362,Cash,Clear,0,1,,Canceled
3455,6/25/2026 18:37,June,Chabahil,Balaju,341,Cash,Heavy Monsoon Rain,1,1,,Canceled
3456,8/2/2026 3:35,August,Chabahil,Lalitpur-Jhamsikhel,224,Khalti,Cloudy,0,1,,Canceled
3457,6/30/2026 14:05,June,Balaju,Bhaktapur-Suryabinayak,336,Cash,Clear,0,0,4.7,Completed
3458,7/10/2026 19:16,July,Chabahil,Lalitpur-Jhamsikhel,260,Khalti,Cloudy,1,1,3.5,Completed
3459,8/31/2026 22:37,August,Thamel,Kalanki,287,Fonepay,Cloudy,0,1,,Canceled
3460,7/9/2026 21:40,July,Kalanki,Koteshwor,424,Khalti,Heavy Monsoon Rain,0,1,,Canceled
3461,8/12/2026 19:26,August,Balaju,Kalanki,358,Esewa,Heavy Monsoon Rain,1,1,3.6,Completed
3462,7/14/2026 17:28,July,Thamel,Kalanki,327,Khalti,Cloudy,1,1,,Canceled
3463,8/17/2026 16:10,August,Lalitpur-Jhamsikhel,Koteshwor,416,Khalti,Heavy Monsoon Rain,1,1,4.7,Completed
3464,8/29/2026 4:50,August,Koteshwor,Lalitpur-Jhamsikhel,332,Cash,Cloudy,0,1,4.2,Completed
3465,6/1/2026 12:40,June,Putalisadak,Bhaktapur-Suryabinayak,326,Khalti,Heavy Monsoon Rain,0,0,,Canceled
3466,8/26/2026 3:21,August,Kalanki,Koteshwor,249,Esewa,Cloudy,0,1,4.8,Completed
3467,8/14/2026 23:42,August,Chabahil,Balaju,288,Cash,Cloudy,0,1,3.5,Completed
3468,7/28/2026 1:07,July,Balaju,Kalanki,463,Fonepay,Heavy Monsoon Rain,0,1,,Canceled
3469,8/20/2026 9:02,August,Balaju,Kalanki,175,Fonepay,Cloudy,1,1,,Canceled
3470,8/5/2026 20:34,August,Kalanki,Bhaktapur-Suryabinayak,352,Cash,Cloudy,0,1,3.7,Completed
3471,6/20/2026 16:10,June,Putalisadak,Lalitpur-Jhamsikhel,460,Fonepay,Heavy Monsoon Rain,1,0,,Canceled
3472,7/9/2026 16:20,July,Kalanki,Putalisadak,601,Cash,Heavy Monsoon Rain,1,1,3.7,Completed
3473,8/4/2026 21:37,August,Bhaktapur-Suryabinayak,Lalitpur-Jhamsikhel,502,Fonepay,Heavy Monsoon Rain,0,0,,Canceled
3474,8/20/2026 8:05,August,Koteshwor,Lalitpur-Jhamsikhel,336,Cash,Clear,0,1,4.9,Completed
3475,8/27/2026 3:46,August,Putalisadak,Balaju,289,Cash,Heavy Monsoon Rain,0,0,4.7,Completed
3476,7/22/2026 12:08,July,Kalanki,Bhaktapur-Suryabinayak,263,Cash,Heavy Monsoon Rain,0,1,4.8,Completed
3477,7/1/2026 19:07,July,Balaju,Kalanki,569,Fonepay,Heavy Monsoon Rain,1,1,3.8,Completed
3478,7/4/2026 8:17,July,Thamel,Chabahil,299,Esewa,Heavy Monsoon Rain,0,1,4.5,Completed
3479,7/13/2026 16:43,July,Balaju,Kalanki,358,Cash,Heavy Monsoon Rain,1,1,,Canceled
3480,6/2/2026 23:47,June,Lalitpur-Jhamsikhel,Balaju,380,Fonepay,Heavy Monsoon Rain,0,0,,Canceled
3481,6/21/2026 21:56,June,Bhaktapur-Suryabinayak,Koteshwor,129,Esewa,Cloudy,0,1,4.4,Completed
3482,6/20/2026 7:29,June,Bhaktapur-Suryabinayak,Koteshwor,298,Cash,Heavy Monsoon Rain,0,1,,Canceled
3483,8/10/2026 8:36,August,Balaju,Thamel,247,Cash,Cloudy,0,0,4.4,Completed
3484,8/23/2026 14:00,August,Chabahil,Balaju,341,Khalti,Heavy Monsoon Rain,0,1,,Canceled
3485,7/19/2026 10:08,July,Lalitpur-Jhamsikhel,Kalanki,511,Khalti,Heavy Monsoon Rain,1,1,,Canceled
3486,6/29/2026 22:48,June,Putalisadak,Chabahil,345,Cash,Clear,0,1,4.7,Completed
3487,7/6/2026 21:01,July,Thamel,Balaju,259,Esewa,Clear,0,0,4.8,Completed
3488,8/5/2026 17:09,August,Koteshwor,Thamel,637,Esewa,Heavy Monsoon Rain,1,1,,Canceled
3489,7/2/2026 16:23,July,Lalitpur-Jhamsikhel,Putalisadak,561,Esewa,Heavy Monsoon Rain,1,0,,Canceled
3490,6/20/2026 6:08,June,Thamel,Lalitpur-Jhamsikhel,441,Cash,Heavy Monsoon Rain,0,0,4.1,Completed
3491,7/30/2026 19:49,July,Putalisadak,Chabahil,241,Cash,Cloudy,1,1,4.1,Completed
3492,7/10/2026 18:52,July,Balaju,Putalisadak,321,Fonepay,Heavy Monsoon Rain,1,0,,Canceled
3493,6/7/2026 8:11,June,Putalisadak,Koteshwor,461,Fonepay,Heavy Monsoon Rain,0,1,4.3,Completed
3494,6/17/2026 0:24,June,Putalisadak,Thamel,352,Cash,Cloudy,0,0,4.9,Completed
3495,8/12/2026 18:26,August,Chabahil,Koteshwor,406,Khalti,Clear,1,1,4.4,Completed
3496,8/15/2026 19:42,August,Chabahil,Bhaktapur-Suryabinayak,391,Fonepay,Heavy Monsoon Rain,1,1,,Canceled
3497,7/12/2026 17:47,July,Balaju,Putalisadak,464,Esewa,Cloudy,1,0,4.6,Completed
3498,7/28/2026 19:11,July,Bhaktapur-Suryabinayak,Balaju,214,Esewa,Heavy Monsoon Rain,1,0,,Canceled
3499,7/9/2026 3:15,July,Lalitpur-Jhamsikhel,Bhaktapur-Suryabinayak,203,Fonepay,Heavy Monsoon Rain,0,0,,Canceled
3500,8/6/2026 8:57,August,Thamel,Kalanki,222,Khalti,Cloudy,0,1,4.4,Completed
3501,6/25/2026 19:05,June,Chabahil,Koteshwor,162,Esewa,Clear,1,1,3.5,Completed
3502,6/9/2026 9:19,June,Kalanki,Putalisadak,550,Esewa,Heavy Monsoon Rain,1,1,,Canceled
3503,6/19/2026 19:46,June,Koteshwor,Balaju,306,Khalti,Cloudy,1,1,4.8,Completed
3504,7/7/2026 23:59,July,Koteshwor,Chabahil,251,Khalti,Heavy Monsoon Rain,0,1,3.5,Completed
3505,8/6/2026 18:31,August,Bhaktapur-Suryabinayak,Koteshwor,243,Esewa,Cloudy,1,1,3.5,Completed
3506,8/18/2026 17:27,August,Bhaktapur-Suryabinayak,Balaju,353,Esewa,Cloudy,1,0,,Canceled
3507,6/21/2026 23:50,June,Chabahil,Thamel,288,Cash,Clear,0,1,4.4,Completed
